x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,subset
"поезжай к постройке, которая сзади от лесополосы",relation1,7,6,0,0,0,1,0,2,4,0,0,train
повернись  41 градус,degree,3,5,3,0,3,0,0,0,0,0,0,train
"отправляйся к растению, которое неподалеку от женщины, которая находится за холмом",relation2,8,6,0,0,0,2,0,1,6,2,7,train
шагай на восточный край на 74м,meter,2,4,7,7,0,0,0,0,0,0,0,test
сдай  44 метра,meter,2,4,3,6,0,0,0,0,0,0,0,test
направляйся к ближайшему строению,nearest,6,6,0,0,0,1,1,0,0,0,0,train
"иди к роще, которая находится левее лежащего человека",relation1,7,6,0,0,0,4,0,4,9,0,0,train
найди железного коня слева от лампы,relation1,7,6,0,0,0,14,0,4,13,0,0,train
направляйся  58M,meter,2,4,1,6,0,0,0,0,0,0,0,train
беги к лежащему человеку рядом с булыжником правее ольхи,relation2,8,6,0,0,0,9,0,1,10,5,2,test
"сократи расстояние между собой и спиленным деревом, которое справа от мужчины",relation1,7,6,0,0,0,3,0,5,6,0,0,train
следуй к машине за оврагом,relation1,7,6,0,0,0,14,0,2,5,0,0,train
сократи расстояние между собой и преградой правее канавы неподалеку от человека,relation2,8,6,0,0,0,12,0,5,5,1,6,test
сократи расстояние между собой и препятствием сзади от столба перед лежащим человеком,relation2,8,6,0,0,0,12,0,2,13,3,9,train
беги к поваленному дереву,object,5,6,0,0,0,3,0,0,0,0,0,test
"сократи расстояние между собой и срубленным деревом, которое справа от тачки",relation1,7,6,0,0,0,3,0,5,14,0,0,test
заворачивай на восточный край на 251°,degree,3,5,7,0,17,0,0,0,0,0,0,train
"иди к мужчине за преградой, находящейся перед деревом",relation2,8,6,0,0,0,6,0,2,12,3,2,test
соверши поворот в сторону востока на 239°,degree,3,5,7,0,16,0,0,0,0,0,0,train
"сократи дистанцию до света, располагающегося спереди от человека, находящегося перед берёзой",relation2,8,6,0,0,0,13,0,3,6,3,2,train
"сократи расстояние между собой и возвышенностью, находящейся справа от пропасти",relation1,7,6,0,0,0,7,0,5,5,0,0,train
"сократи расстояние между собой и возвышенностью, которая неподалеку от загородки за ребёнком",relation2,8,6,0,0,0,7,0,1,12,2,6,train
"сократи дистанцию до машины, которая справа от столба, находящегося слева от строения",relation2,8,6,0,0,0,14,0,5,13,4,1,test
двигайся  57М,meter,2,4,3,6,0,0,0,0,0,0,0,test
"сократи расстояние между собой и впадиной, находящейся за барьером",relation1,7,6,0,0,0,5,0,2,12,0,0,train
поворачивай на южный край на 51 °,degree,3,5,6,0,4,0,0,0,0,0,0,test
сократи расстояние между собой и близким авто,nearest,6,6,0,0,0,14,1,0,0,0,0,train
"сократи расстояние между собой и разломом, находящимся левее дамы",relation1,7,6,0,0,0,8,0,4,6,0,0,train
поворачивай в правую сторону на 103 градуса,degree,3,5,3,0,7,0,0,0,0,0,0,train
поворачивай  11:30,hour,4,5,3,0,23,0,0,0,0,0,0,train
отыщи тачку рядом с канавой,relation1,7,6,0,0,0,14,0,1,5,0,0,train
начинай поворачивать по левую руку 3:00,hour,4,5,4,0,6,0,0,0,0,0,0,train
двигайся в правую сторону на 107M,meter,2,4,3,8,0,0,0,0,0,0,0,train
топай к близкой горке,nearest,6,6,0,0,0,7,1,0,0,0,0,train
"сократи расстояние между собой и камушком, который позади авто",relation1,7,6,0,0,0,10,0,2,14,0,0,test
"сократи расстояние между собой и оврагом, который рядом с железным конём, находящимся неподалеку от загородки",relation2,8,6,0,0,0,5,0,1,14,1,12,test
поезжай к ближнему сваленному дереву,nearest,6,6,0,0,0,3,1,0,0,0,0,test
тебе нужно подъехать к ближайшему холмику,nearest,6,6,0,0,0,7,1,0,0,0,0,train
иди к близлежащему авто,nearest,6,6,0,0,0,14,1,0,0,0,0,train
"найди препятствие, располагающееся справа от впадины, которая неподалеку от фонаря",relation2,8,6,0,0,0,12,0,5,5,1,13,train
начинай поворачивать в левую сторону на 0:30,hour,4,5,4,0,1,0,0,0,0,0,0,train
начинай поворачивать  214 °,degree,3,5,3,0,14,0,0,0,0,0,0,train
"сократи дистанцию до света, который спереди от авто справа от дерева",relation2,8,6,0,0,0,13,0,3,14,5,2,test
"отыщи пьяного человека, который спереди от лесополосы",relation1,7,6,0,0,0,9,0,3,4,0,0,train
"сократи расстояние между собой и расщелиной, которая спереди от булыжника",relation1,7,6,0,0,0,8,0,3,10,0,0,train
"найди пьяного человека за камнем, располагающимся справа от преграды",relation2,8,6,0,0,0,9,0,2,10,5,12,train
сделай поворот на северный край на полтора часа,hour,4,5,5,0,3,0,0,0,0,0,0,train
иди к рытвине,object,5,6,0,0,0,5,0,0,0,0,0,test
"найди лежащего человека, который находится слева от лесополосы, располагающейся перед светом",relation2,8,6,0,0,0,9,0,4,4,3,13,train
"двигайся к железному коню, который за фонарём",relation1,7,6,0,0,0,14,0,2,13,0,0,train
