x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
соверши поворот на 144°,degree,3,5,3,0,10,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай на север на 247 °,degree,3,5,5,0,17,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот 190 градусов,degree,3,5,3,0,13,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай 36 ° в северную сторону,degree,3,5,5,0,3,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 290°,degree,3,5,3,0,20,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 146 градусов на юг,degree,3,5,6,0,10,0,0,0,0,0,0,0,0,generator,valid,-1
начинай заворчивать на 218 градусов,degree,3,5,3,0,15,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 238°,degree,3,5,3,0,16,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 60 ° на восток,degree,3,5,7,0,4,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 52° на юг,degree,3,5,6,0,4,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 103° в сторону запада,degree,3,5,8,0,7,0,0,0,0,0,0,0,0,generator,train,-1
повернись 166 ° на северный край,degree,3,5,5,0,11,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай по правую руку 333 °,degree,3,5,3,0,22,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 319°,degree,3,5,3,0,21,0,0,0,0,0,0,0,0,generator,train,-1
повернись по правую руку на 209°,degree,3,5,3,0,14,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 97 ° в южную сторону,degree,3,5,6,0,7,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай в левую сторону 42°,degree,3,5,4,0,3,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот на южный край 320 градусов,degree,3,5,6,0,22,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот в сторону севера на 159°,degree,3,5,5,0,11,0,0,0,0,0,0,0,0,generator,train,-1
повернись 60°,degree,3,5,3,0,4,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 253 градуса в правую сторону,degree,3,5,3,0,17,0,0,0,0,0,0,0,0,generator,train,-1
попробуй поворачивать вправо на 14 °,degree,3,5,3,0,1,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот на 37 градусов,degree,3,5,3,0,3,0,0,0,0,0,0,0,0,generator,train,-1
пытайся поворачивать на 64°,degree,3,5,3,0,4,0,0,0,0,0,0,0,0,generator,valid,-1
поворачивай на 180 ° по левую руку,degree,3,5,4,0,12,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 77 градусов,degree,3,5,3,0,5,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 224°,degree,3,5,3,0,15,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 217° направо,degree,3,5,3,0,15,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай 84 градуса на запад,degree,3,5,8,0,6,0,0,0,0,0,0,0,0,generator,train,-1
начинай поворачивать на 222 °,degree,3,5,3,0,15,0,0,0,0,0,0,0,0,generator,train,-1
пытайся заворчивать 28 градусов на северный край,degree,3,5,5,0,2,0,0,0,0,0,0,0,0,generator,train,-1
попробуй поворачивать на 348°,degree,3,5,3,0,23,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот по правую руку 48 °,degree,3,5,3,0,3,0,0,0,0,0,0,0,0,generator,train,-1
повернись 115 градусов,degree,3,5,3,0,8,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 218 ° в северную сторону,degree,3,5,5,0,15,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот налево 86°,degree,3,5,4,0,6,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на восток 121 градус,degree,3,5,7,0,8,0,0,0,0,0,0,0,0,generator,train,-1
повернись в южную сторону 276 °,degree,3,5,6,0,19,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай 247°,degree,3,5,3,0,17,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 56°,degree,3,5,3,0,4,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот на 170 градусов,degree,3,5,3,0,12,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 298° в восточную сторону,degree,3,5,7,0,20,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот в сторону юга на 202 °,degree,3,5,6,0,14,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот направо на 100 °,degree,3,5,3,0,7,0,0,0,0,0,0,0,0,generator,valid,-1
повернись в сторону юга 309 градусов,degree,3,5,6,0,21,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 245 ° на восточный край,degree,3,5,7,0,17,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай налево на 293 °,degree,3,5,4,0,20,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот в сторону юга на 235 °,degree,3,5,6,0,16,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот 281 ° вправо,degree,3,5,3,0,19,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на 279 ° на восток,degree,3,5,7,0,19,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 360° на западный край,degree,3,5,8,0,24,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай вправо 331 °,degree,3,5,3,0,22,0,0,0,0,0,0,0,0,generator,train,-1
начни заворчивать на север на 243 градуса,degree,3,5,5,0,16,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 340 °,degree,3,5,3,0,23,0,0,0,0,0,0,0,0,generator,valid,-1
повернись на 107 ° в левую сторону,degree,3,5,4,0,7,0,0,0,0,0,0,0,0,generator,train,-1
начни поворачивать 190° на юг,degree,3,5,6,0,13,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 124 градуса,degree,3,5,3,0,8,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот в сторону востока на 269 °,degree,3,5,7,0,18,0,0,0,0,0,0,0,0,generator,train,-1
начни заворчивать на 166 ° на запад,degree,3,5,8,0,11,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай 1 градус,degree,3,5,3,0,1,0,0,0,0,0,0,0,0,generator,train,-1
начинай заворчивать на север 112 °,degree,3,5,5,0,8,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 105 °,degree,3,5,3,0,7,0,0,0,0,0,0,0,0,generator,train,-1
пытайся заворчивать на 146°,degree,3,5,3,0,10,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на западный край на 17°,degree,3,5,8,0,1,0,0,0,0,0,0,0,0,generator,train,-1
попробуй поворачивать 293 ° влево,degree,3,5,4,0,20,0,0,0,0,0,0,0,0,generator,train,-1
начни заворчивать в левую сторону 160°,degree,3,5,4,0,11,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 254 ° в левую сторону,degree,3,5,4,0,17,0,0,0,0,0,0,0,0,generator,train,-1
повернись 27 ° влево,degree,3,5,4,0,2,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на юг на 30 °,degree,3,5,6,0,2,0,0,0,0,0,0,0,0,generator,train,-1
повернись в правую сторону 265 °,degree,3,5,3,0,18,0,0,0,0,0,0,0,0,generator,valid,-1
сделай поворот 42°,degree,3,5,3,0,3,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 229 градусов в сторону запада,degree,3,5,8,0,15,0,0,0,0,0,0,0,0,generator,train,-1
повернись по правую руку на 241 градус,degree,3,5,3,0,16,0,0,0,0,0,0,0,0,generator,valid,-1
заворчивай 91 градус,degree,3,5,3,0,6,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 12° на северный край,degree,3,5,5,0,1,0,0,0,0,0,0,0,0,generator,train,-1
начни заворчивать в северную сторону 134 °,degree,3,5,5,0,9,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 311 ° в западную сторону,degree,3,5,8,0,21,0,0,0,0,0,0,0,0,generator,train,-1
пытайся поворачивать 136°,degree,3,5,3,0,9,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай в северную сторону 120 °,degree,3,5,5,0,8,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 170 °,degree,3,5,3,0,12,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 11° в южную сторону,degree,3,5,6,0,1,0,0,0,0,0,0,0,0,generator,train,-1
пытайся заворчивать в левую сторону на 341°,degree,3,5,4,0,23,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 35 градусов на юг,degree,3,5,6,0,3,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 152 градуса,degree,3,5,3,0,10,0,0,0,0,0,0,0,0,generator,valid,-1
поворачивай 359 °,degree,3,5,3,0,24,0,0,0,0,0,0,0,0,generator,valid,-1
заворчивай 107 градусов в сторону юга,degree,3,5,6,0,7,0,0,0,0,0,0,0,0,generator,train,-1
начинай заворчивать на 75 градусов,degree,3,5,3,0,5,0,0,0,0,0,0,0,0,generator,train,-1
повернись вправо 19°,degree,3,5,3,0,1,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот влево на 53°,degree,3,5,4,0,4,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот на 59° в сторону запада,degree,3,5,8,0,4,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 301 градус,degree,3,5,3,0,20,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай влево 354 градуса,degree,3,5,4,0,24,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай по левую руку 155 °,degree,3,5,4,0,11,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 254 ° в северную сторону,degree,3,5,5,0,17,0,0,0,0,0,0,0,0,generator,valid,-1
поворачивай 30° в северную сторону,degree,3,5,5,0,2,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай на 135 ° в сторону запада,degree,3,5,8,0,9,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай в восточную сторону 303 °,degree,3,5,7,0,20,0,0,0,0,0,0,0,0,generator,valid,-1
соверши поворот 108 °,degree,3,5,3,0,7,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай на 116 градусов налево,degree,3,5,4,0,8,0,0,0,0,0,0,0,0,generator,train,-1
повернись в сторону запада на 267°,degree,3,5,8,0,18,0,0,0,0,0,0,0,0,generator,train,-1
повернись 142 градуса налево,degree,3,5,4,0,10,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай 5 ° на северный край,degree,3,5,5,0,1,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на западный край 268 градусов,degree,3,5,8,0,18,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 137° в восточную сторону,degree,3,5,7,0,9,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай направо на 197 градусов,degree,3,5,3,0,13,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 168 градусов,degree,3,5,3,0,11,0,0,0,0,0,0,0,0,generator,train,-1
повернись на северный край 119 °,degree,3,5,5,0,8,0,0,0,0,0,0,0,0,generator,valid,-1
повернись вправо 208°,degree,3,5,3,0,14,0,0,0,0,0,0,0,0,generator,train,-1
повернись на восток на 209 градусов,degree,3,5,7,0,14,0,0,0,0,0,0,0,0,generator,train,-1
пытайся заворчивать на северный край 296°,degree,3,5,5,0,20,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 212 градусов на северный край,degree,3,5,5,0,14,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 182 градуса,degree,3,5,3,0,12,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на восточный край 25 °,degree,3,5,7,0,2,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот 28 градусов в правую сторону,degree,3,5,3,0,2,0,0,0,0,0,0,0,0,generator,train,-1
повернись 68 градусов,degree,3,5,3,0,5,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 353 °,degree,3,5,3,0,24,0,0,0,0,0,0,0,0,generator,valid,-1
заворчивай 136 ° влево,degree,3,5,4,0,9,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на 25 ° на восточный край,degree,3,5,7,0,2,0,0,0,0,0,0,0,0,generator,train,-1
соверши поворот 167 градусов,degree,3,5,3,0,11,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай вправо 101°,degree,3,5,3,0,7,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай 30°,degree,3,5,3,0,2,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот в восточную сторону на 48 градусов,degree,3,5,7,0,3,0,0,0,0,0,0,0,0,generator,train,-1
заворчивай на 218 ° в северную сторону,degree,3,5,5,0,15,0,0,0,0,0,0,0,0,generator,train,-1
начни поворачивать 330 градусов на восток,degree,3,5,7,0,22,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на 268 ° на северный край,degree,3,5,5,0,18,0,0,0,0,0,0,0,0,generator,train,-1
начинай поворачивать 88 градусов вправо,degree,3,5,3,0,6,0,0,0,0,0,0,0,0,generator,valid,-1
соверши поворот вправо на 258 градусов,degree,3,5,3,0,17,0,0,0,0,0,0,0,0,generator,valid,-1
заворчивай на 221°,degree,3,5,3,0,15,0,0,0,0,0,0,0,0,generator,train,-1
пытайся поворачивать направо на 30 градусов,degree,3,5,3,0,2,0,0,0,0,0,0,0,0,generator,train,-1
повернись налево на 177 градусов,degree,3,5,4,0,12,0,0,0,0,0,0,0,0,generator,valid,-1
повернись 89 градусов на южный край,degree,3,5,6,0,6,0,0,0,0,0,0,0,0,generator,train,-1
повернись в северную сторону 333 °,degree,3,5,5,0,22,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 82° на восток,degree,3,5,7,0,6,0,0,0,0,0,0,0,0,generator,train,-1
сделай поворот на запад на 92 градуса,degree,3,5,8,0,6,0,0,0,0,0,0,0,0,generator,train,-1
повернись вправо 250°,degree,3,5,3,0,17,0,0,0,0,0,0,0,0,generator,train,-1
поворачивай на 137 °,degree,3,5,3,0,9,0,0,0,0,0,0,0,0,generator,train,-1
повернись на 328 градусов направо,degree,3,5,3,0,22,0,0,0,0,0,0,0,0,generator,train,-1
