x;y_name;y;action;direction;meters;degshours;object1;nearest;relation1;object2;relation2;object3;self;gaze;delayed;type
соверши поворот на север;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
потеряйся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
денься взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся заворчивать в левую сторону;direction;1;3;4;0;0;0;0;0;0;0;0;0;0;0;generator
выскочи;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся наступать в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй дуть в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни танцевать по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начни заворчивать вправо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
отступи;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
плетись прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся поворачивать направо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
волочись вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
денься;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
шмыгай по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй подыматься на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
переместись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни тянуться в сторону запада;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни убегать назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
проходи на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
двигайся в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
двигаться на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся подниматься на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
соверши поворот в правую сторону;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
кинься в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
хлюпай вправо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся захаживать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся направлять шаги прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай заворчивать в восточную сторону;direction;1;3;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй сматываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
приедь на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
углубись назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся продвигаться в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
смойся в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
толкайся вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
кинься на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй приходить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
вкатывайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отвали по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни сматываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
высаживайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать на северный край;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
уходи по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
двигаться в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
вали;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
потеряйся в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся сходить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
переместись прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отгреби в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся собираться в сторону юга;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
вылети назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся ступать задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
захаживай взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
удались на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
канай на восток;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
захаживай;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
потеряйся вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начинай заворчивать в южную сторону;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
выбрасывайся на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начинай дерзать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
исколеси на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начинай поворачивать в южную сторону;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
становись налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
сдвинься назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
поторапливайся направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй поворачивать в сторону севера;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
углубись направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
припусти на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся выбредать в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
убеги назад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начни спешить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
стягивайся на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся продвигаться направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
шаркай в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
тянись на юг;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
сдвигайся на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
поднемись на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй заворчивать вправо;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся дерзать на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся поворачивать на север;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся лететь;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся скатываться напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
выметайся налево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся проезжать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
отходи в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
при на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
шкандыбай на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начинай хлюпать в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся гулять прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
заворчивай в сторону запада;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
стремись в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
перебегать в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пролетай в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начни валить прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
волочись в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
шкандыбарь влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
дефилируй в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
броди на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
начни влачиться вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
удались;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
мчись напролом;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй идти;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай по правую руку;direction;1;3;3;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся грести;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пойди в северную сторону;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
начинай трусить на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
переместись вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
отходи на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
удались влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
начни собираться в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
шкандыбай в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни валить по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
тяни;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся топать задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начни пробираться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
высаживайся на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни убираться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
тронься направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай в западную сторону;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
захаживай в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
отступи вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
выдвигайся в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать в южную сторону;direction;1;3;6;0;0;0;0;0;0;0;0;0;0;0;generator
прилети в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
приближайся влево;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
захаживай в сторону востока;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
пройди;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся наступать в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
зайди в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся двигать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй командироваться в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся убегать;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй выметаться прямо по курсу;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
поворачивай в сторону запада;direction;1;3;8;0;0;0;0;0;0;0;0;0;0;0;generator
начни двигаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
кинься вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся двигаться в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
шлепай на северный край;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся выбрасываться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся спускаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
устремись вперед;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай двигаться в восточную сторону;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй лететь на восточный край;direction;1;2;7;0;0;0;0;0;0;0;0;0;0;0;generator
пробеги задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся спускаться взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пробирайся в левую сторону;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй идти на север;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
поднемись прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся танцевать в правую сторону;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
гони на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
вылети на запад;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
пустись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
сматывайся;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начинай езжать на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
топай в западную сторону;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
двигаться по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
откатись направо;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
начни вышагивать вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся шкандыбать взад;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
прилети в сторону севера;direction;1;2;5;0;0;0;0;0;0;0;0;0;0;0;generator
устремись;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
начни поворачивать на север;direction;1;3;5;0;0;0;0;0;0;0;0;0;0;0;generator
начни ступать вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
начни влачиться вспять;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй валить;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
скачи по правую руку;direction;1;2;3;0;0;0;0;0;0;0;0;0;0;0;generator
убеги по левую руку;direction;1;2;4;0;0;0;0;0;0;0;0;0;0;0;generator
поднимайся прямо;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
прилети на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
тронься задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
тянись на западный край;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
отбеги;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пытайся уезжать на южный край;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
начинай лететь задом;direction;1;2;2;0;0;0;0;0;0;0;0;0;0;0;generator
поддай в южную сторону;direction;1;2;6;0;0;0;0;0;0;0;0;0;0;0;generator
попробуй продвигаться;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
соверши телепортацию;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
трусь;direction;1;2;1;0;0;0;0;0;0;0;0;0;0;0;generator
пробеги в сторону запада;direction;1;2;8;0;0;0;0;0;0;0;0;0;0;0;generator
